Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ParentId,OwnerDisplayName
1224,2,,2013-10-21T00:52:10.980,3,,33,,,2013-10-21T00:52:10.980,,,,0,,1221,
1225,2,,2013-10-21T06:52:14.747,10,,1398,930,2013-10-21T13:21:46.507,2013-10-21T13:21:46.507,,,,2,,1211,
1226,2,,2013-10-22T03:25:54.153,2,,1398,,,2013-10-22T03:25:54.153,,,,0,,1188,
1227,1,,2013-10-23T05:18:19.080,8,110,1406,70,2015-04-19T15:15:49.713,2015-04-19T15:15:49.713,Where can I find data on aircraft?,"data-request,transportation",1,0,,,
1228,2,,2013-10-23T14:12:59.003,3,,263,,,2013-10-23T14:12:59.003,,,,0,,1227,
1229,2,,2013-10-23T15:12:38.983,4,,1409,,,2013-10-23T15:12:38.983,,,,1,,1126,
1230,2,,2013-10-23T20:21:59.080,4,,33,33,2013-10-23T20:45:44.750,2013-10-23T20:45:44.750,,,,0,,1203,
1231,1,1232,2013-10-23T23:08:03.660,10,180,33,117,2016-06-14T04:10:06.283,2016-06-14T04:10:06.283,Data standards for election results,"standards,elections",2,0,1,,
1232,2,,2013-10-24T01:55:41.247,8,,9,,,2013-10-24T01:55:41.247,,,,0,,1231,
1233,2,,2013-10-24T09:10:09.757,5,,244,,,2013-10-24T09:10:09.757,,,,0,,1203,
1234,1,,2013-10-24T16:14:24.970,4,90,33,1511,2014-10-03T13:34:19.067,2014-10-03T13:34:19.067,What does 'subregion' mean in Illinois State Report Card data?,"usa,education",1,3,0,,
1235,1,1243,2013-10-24T19:00:46.440,7,129,1142,70,2015-04-03T12:23:56.433,2015-04-03T12:23:56.433,What to do when license statements conflict?,"usa,licensing,state",1,0,1,,
1236,1,1253,2013-10-24T21:00:01.850,6,1463,1412,70,2015-04-19T15:31:54.917,2016-05-29T23:44:51.737,"I'm looking for military discharge rates, the more focused the better","data-request,usa,military",1,0,,,
1237,1,1238,2013-10-25T13:57:07.867,11,356,1413,70,2015-03-12T14:28:32.860,2015-03-12T14:28:32.860,Do you know any open/standard resume format?,"data-format,standards",1,4,2,,
1238,2,,2013-10-26T11:17:10.237,7,,930,,,2013-10-26T11:17:10.237,,,,1,,1237,
1239,1,1240,2013-10-26T13:38:15.327,6,116,1417,18,2015-03-13T20:31:36.713,2015-03-13T20:31:36.713,What are the Units of Measure for the ZAREALAND & MAREALAND fields in US Census Data?,"us-census",1,0,0,,
1240,2,,2013-10-26T15:41:06.833,3,,958,,,2013-10-26T15:41:06.833,,,,0,,1239,
1241,1,1242,2013-10-27T10:24:02.683,5,74,186,70,2015-03-30T11:01:54.090,2015-03-30T11:01:54.090,Suspected dirty data in Wikipedia articles indirectly belonging to a category,"tool-request,wikipedia",1,0,1,,
1242,2,,2013-10-27T15:41:53.633,4,,462,462,2013-10-27T16:02:08.307,2013-10-27T16:02:08.307,,,,0,,1241,
1243,2,,2013-10-27T22:22:59.007,7,,1415,1415,2014-11-27T15:41:30.250,2014-11-27T15:41:30.250,,,,2,,1235,
1244,1,1245,2013-10-28T08:49:15.437,8,327,1419,70,2015-03-27T11:32:48.903,2015-03-27T11:32:48.903,Social Networks other than facebook and twitter that allow access to their data to developers?,"api-request,network-structure,social-media",2,1,1,,
1245,2,,2013-10-30T16:54:38.350,7,,1415,,,2013-10-30T16:54:38.350,,,,0,,1244,
1246,2,,2013-10-31T09:26:34.803,4,,1426,,,2013-10-31T09:26:34.803,,,,0,,1244,
1247,2,,2013-10-31T15:03:23.967,5,,33,,,2013-10-31T15:03:23.967,,,,0,,1231,
1248,2,,2013-11-01T14:42:18.777,4,,1431,,,2013-11-01T14:42:18.777,,,,0,,1007,
1249,1,1254,2013-11-01T15:48:02.077,5,104,1432,,,2013-11-05T15:19:38.170,Data licensing question,"licensing",1,0,,,
1251,1,,2013-11-03T23:30:15.973,8,64,33,244,2014-05-26T00:34:08.167,2014-05-26T00:34:08.167,Data Standards for Campaign Finance,"data.gov,standards,elections",1,0,,,
1252,2,,2013-11-04T17:46:24.760,3,,411,,,2013-11-04T17:46:24.760,,,,2,,1007,
1253,2,,2013-11-04T23:23:31.447,5,,974,,,2013-11-04T23:23:31.447,,,,1,,1236,
1254,2,,2013-11-05T15:19:38.170,3,,1415,,,2013-11-05T15:19:38.170,,,,7,,1249,
1255,1,,2013-11-06T20:53:43.353,5,145,505,70,2015-01-28T13:07:43.700,2015-01-28T13:07:43.700,PhD for open data in Europe,"education,europe",1,1,2,,
1256,1,,2013-11-07T03:23:27.447,71,111882,1453,1511,2017-05-10T11:33:01.040,2017-08-03T20:56:18.830,How can I work with a 4GB csv file?,"tool-request,data-format,programming,csv",15,9,38,,
1257,2,,2013-11-07T07:05:37.677,2,,92,,,2013-11-07T07:05:37.677,,,,0,,460,
1258,2,,2013-11-07T12:33:37.203,11,,334,,,2013-11-07T12:33:37.203,,,,0,,1256,
1259,2,,2013-11-07T15:30:59.223,51,,33,33,2013-12-02T21:27:25.093,2013-12-02T21:27:25.093,,,,4,,1256,
1260,1,,2013-11-07T19:32:50.850,1,185,1458,2012,2014-02-20T14:10:04.157,2014-07-07T22:25:31.893,Do customers ever access data from a company or is everything they access just information?,"data-request",2,8,,,
1262,2,,2013-11-08T16:09:03.430,13,,263,,,2013-11-08T16:09:03.430,,,,6,,1256,
1264,1,,2013-11-09T00:25:18.537,9,475,1465,,,2013-12-10T11:20:15.263,Text message corpus for American english,"data-request,language,english,corpora",1,4,1,,
1265,2,,2013-11-09T14:00:05.810,1,,485,,,2013-11-09T14:00:05.810,,,,2,,1256,
1266,2,,2013-11-10T10:59:01.317,4,,505,,,2013-11-10T10:59:01.317,,,,0,,1264,
1267,2,,2013-11-11T07:00:14.897,20,,1470,,,2013-11-11T07:00:14.897,,,,7,,562,
1268,2,,2013-11-12T18:57:48.030,4,,92,,,2013-11-12T18:57:48.030,,,,0,,511,
1269,2,,2013-11-12T19:02:12.060,3,,92,,,2013-11-12T19:02:12.060,,,,0,,42,
1270,2,,2013-11-12T19:09:48.963,4,,92,,,2013-11-12T19:09:48.963,,,,0,,24,
1271,2,,2013-11-12T19:15:18.607,3,,92,,,2013-11-12T19:15:18.607,,,,0,,16,
1272,1,,2013-11-12T19:48:55.887,4,72,1136,1245,2013-11-15T06:30:44.997,2014-05-29T22:34:56.987,Is it a good idea to think of defining a DCAT vocabulary in other languages?,"metadata",1,2,,,
1273,1,,2013-11-12T20:42:52.013,7,300,1461,-1,2017-04-13T12:57:29.653,2015-05-27T19:04:41.477,What type of software is used by the Open Data community?,"best-practice",6,3,6,,
1274,2,,2013-11-12T21:37:38.447,6,,505,,,2013-11-12T21:37:38.447,,,,4,,1273,
1275,2,,2013-11-12T21:50:42.593,7,,1482,,,2013-11-12T21:50:42.593,,,,3,,1208,
1276,2,,2013-11-12T22:08:44.940,2,,505,,,2013-11-12T22:08:44.940,,,,0,,1166,
1277,2,,2013-11-12T22:12:08.160,3,,1483,,,2013-11-12T22:12:08.160,,,,1,,1256,
1278,2,,2013-11-13T01:26:24.860,4,,33,,,2013-11-13T01:26:24.860,,,,0,,1234,
1279,1,,2013-11-13T03:23:52.527,3,79,193,70,2015-03-27T14:25:37.837,2015-03-27T14:25:37.837,Data about when cities and neighborhoods were established,"data-request,historical,city",1,2,,,
1280,2,,2013-11-13T04:06:28.963,2,,263,,,2013-11-13T04:06:28.963,,,,0,,1279,
1281,1,,2013-11-13T13:11:31.380,5,85,1302,33,2013-11-13T18:06:50.817,2013-11-18T20:22:57.503,Public source for financial company customer counts?,"data-request,finance",1,0,,,
1282,1,,2013-11-13T20:15:43.210,3,230,1124,70,2015-04-19T15:18:58.507,2015-04-19T15:18:58.507,CANbus data sample,"data-request,computing",0,0,3,,
1283,1,1285,2013-11-14T04:42:06.623,7,423,90,,,2013-11-18T19:28:46.280,Difference(s) Between Datahub.io and CKAN,"ckan,data-portal",2,0,2,,
1284,1,,2013-11-14T09:47:36.090,4,114,1491,33,2013-11-18T18:05:34.457,2013-11-23T20:19:31.757,What's a good resource for learning OpenRefine?,"openrefine",2,2,3,,
1285,2,,2013-11-14T13:54:01.527,9,,533,,,2013-11-14T13:54:01.527,,,,0,,1283,
1286,1,1296,2013-11-14T15:31:23.470,9,1349,1193,1511,2014-03-13T20:24:49.233,2015-04-06T10:14:32.173,Catalog.data.gov using CKAN API with python requests package,"data.gov,ckan,programming",2,0,7,,
1287,1,1290,2013-11-14T16:34:07.757,2,118,1258,,,2013-12-15T03:14:56.937,Geospatial Open Data from Sri Lanka or India,"geospatial",2,0,1,,
1288,2,,2013-11-14T16:40:16.233,5,,533,,,2013-11-14T16:40:16.233,,,,1,,1286,
1289,2,,2013-11-15T03:28:30.417,1,,1496,,,2013-11-15T03:28:30.417,,,,0,,619,
1290,2,,2013-11-15T12:05:30.217,2,,1415,,,2013-11-15T12:05:30.217,,,,1,,1287,
1291,2,,2013-11-17T12:52:40.317,1,,33,,,2013-11-17T12:52:40.317,,,,0,,1260,
1292,2,,2013-11-18T17:51:43.593,2,,1506,,,2013-11-18T17:51:43.593,,,,0,,1203,
1293,2,,2013-11-18T19:28:46.280,6,,1508,,,2013-11-18T19:28:46.280,,,,0,,1283,
1294,2,,2013-11-18T20:17:28.223,2,,117,,,2013-11-18T20:17:28.223,,,,0,,1284,
1295,2,,2013-11-18T20:22:57.503,3,,117,,,2013-11-18T20:22:57.503,,,,1,,1281,
1296,2,,2013-11-18T22:43:44.220,5,,208,,,2013-11-18T22:43:44.220,,,,1,,1286,
1297,2,,2013-11-19T13:48:28.900,2,,1359,,,2013-11-19T13:48:28.900,,,,0,,24,
1298,2,,2013-11-19T14:43:23.940,3,,1359,1359,2015-04-29T18:27:36.547,2015-04-29T18:27:36.547,,,,0,,1273,
1299,2,,2013-11-19T16:25:49.297,4,,1512,33,2013-11-19T19:12:17.543,2013-11-19T19:12:17.543,,,,1,,1273,
1300,2,,2013-11-19T16:32:37.460,3,,1512,,,2013-11-19T16:32:37.460,,,,0,,1255,
1301,1,,2013-11-19T16:37:32.400,13,417,1512,70,2015-03-30T15:00:42.230,2015-05-15T18:04:24.030,Where can I find a repository of open data stories?,"data-request,uses-of-open-data",12,1,4,,
1302,2,,2013-11-19T18:44:09.107,1,,9,,,2013-11-19T18:44:09.107,,,,0,,919,
1303,2,,2013-11-19T19:14:05.227,3,,33,,,2013-11-19T19:14:05.227,,,,2,,1301,
1304,1,1328,2013-11-19T20:42:46.543,4,114,1513,70,2015-04-19T15:19:20.207,2015-04-19T15:19:20.207,Estimate how many linux operated computers are currently online,"data-request,internet,computing",1,4,,,
1305,1,1310,2013-11-20T03:33:55.140,5,167,1515,18,2015-03-13T20:29:42.557,2015-07-16T15:26:33.910,Is it still possible to download Census 2000 data at the level of the Metropolitan Statistical Area?,"usa,data.gov,us-census",2,3,1,,
1306,2,,2013-11-20T05:16:45.967,4,,1516,,,2013-11-20T05:16:45.967,,,,0,,1273,
1308,2,,2013-11-20T13:19:50.287,3,,1141,,,2013-11-20T13:19:50.287,,,,0,,1144,
1309,1,1322,2013-11-20T16:41:25.267,7,383,1193,-1,2017-04-13T12:57:29.950,2013-11-27T13:41:11.687,"Geospatial, temporal and keyword search using CKAN API on data.gov using ckanclient","api,data.gov,ckan",1,2,1,,
1310,2,,2013-11-21T01:01:39.200,3,,958,958,2013-11-22T16:11:06.753,2013-11-22T16:11:06.753,,,,2,,1305,
1311,1,,2013-11-21T18:38:04.177,4,115,233,70,2015-03-30T09:20:01.473,2015-03-30T09:20:01.473,What are good examples of how open data is driving community development?,"usa,economics,uses-of-open-data",2,0,1,,
1312,2,,2013-11-22T17:09:24.693,7,,161,90,2015-04-17T14:08:41.367,2015-04-17T14:08:41.367,,,,1,,1256,
1313,2,,2013-11-23T20:15:28.393,6,,1512,,,2013-11-23T20:15:28.393,,,,0,,1311,
1314,2,,2013-11-23T20:19:31.757,1,,1512,,,2013-11-23T20:19:31.757,,,,0,,1284,
1317,1,1320,2013-11-25T22:41:57.077,2,342,1141,70,2014-12-17T15:15:04.013,2014-12-17T15:15:04.013,Legacy/obsolete UK postcodes,"data-request,geospatial,postal-code,uk",1,2,,,
1318,1,,2013-11-26T06:47:50.587,3,105,1537,70,2015-03-31T19:07:56.480,2015-04-01T09:56:34.477,Where can one find developers interested in a PDF data extraction hackathon?,"extracting,programming,pdf",3,2,1,,
1319,2,,2013-11-26T08:12:39.167,4,,505,,,2013-11-26T08:12:39.167,,,,1,,1318,
1320,2,,2013-11-26T08:19:32.427,4,,505,505,2013-11-26T11:16:14.910,2013-11-26T11:16:14.910,,,,2,,1317,
1321,1,,2013-11-26T14:05:37.733,1,91,1534,70,2015-03-27T16:16:27.127,2015-03-27T16:16:27.127,Aggregated data for port number and vulnerability,"data-request,security",1,6,1,,
1322,2,,2013-11-27T10:40:04.233,4,,533,1193,2013-11-27T13:41:11.687,2013-11-27T13:41:11.687,,,,1,,1309,
1323,2,,2013-11-27T14:51:33.780,7,,1545,,,2013-11-27T14:51:33.780,,,,0,,1256,
1326,1,,2013-11-30T14:52:32.907,3,164,1052,70,2015-04-01T14:12:30.380,2015-04-01T14:12:30.380,"Data mining social group's interests, demographics, and geography","data-request,network-structure,social-media,demographics",2,1,2,,
1327,1,,2013-12-01T12:17:18.700,12,1375,966,,,2014-01-01T22:56:11.073,Speech audio databases with phonemes labelled,"data-request,language,english,corpora,audio",1,0,3,,
1328,2,,2013-12-01T23:01:34.217,2,,1554,,,2013-12-01T23:01:34.217,,,,0,,1304,
1329,1,1371,2013-12-02T07:27:38.840,7,76,1555,70,2015-03-25T08:40:43.683,2015-03-25T08:40:43.683,After FOIA is fulfilled where can it be found?,"usa,foia",3,1,0,,
1330,2,,2013-12-02T14:16:04.390,5,,33,,,2013-12-02T14:16:04.390,,,,0,,1329,
1331,2,,2013-12-02T14:41:47.080,3,,33,,,2013-12-02T14:41:47.080,,,,0,,1326,
1332,1,,2013-12-02T21:50:34.677,3,58,33,33,2013-12-16T20:16:27.707,2013-12-16T20:46:00.697,Source of historic RFPs for the City of Chicago,"city,chicago",1,0,,,
1333,2,,2013-12-02T22:01:49.883,3,,505,,,2013-12-02T22:01:49.883,,,,2,,1327,
1334,2,,2013-12-03T21:27:51.560,4,,92,,,2013-12-03T21:27:51.560,,,,0,,381,
1335,2,,2013-12-03T21:31:37.463,8,,92,,,2013-12-03T21:31:37.463,,,,0,,1329,
1336,2,,2013-12-03T21:55:14.767,4,,92,,,2013-12-03T21:55:14.767,,,,0,,1311,
1337,2,,2013-12-03T22:00:37.877,3,,92,,,2013-12-03T22:00:37.877,,,,0,,815,
1338,2,,2013-12-03T22:55:44.263,1,,1564,244,2014-02-06T07:07:14.793,2014-02-06T07:07:14.793,,,,4,,562,
1339,2,,2013-12-04T18:52:19.293,3,,1569,-1,2017-05-23T12:37:19.983,2013-12-04T19:00:01.100,,,,0,,92,
1340,2,,2013-12-04T19:45:48.857,1,,78,,,2013-12-04T19:45:48.857,,,,0,,819,
1341,5,,2013-12-05T00:06:01.333,0,,-1,-1,2013-12-05T00:06:01.333,2013-12-05T00:06:01.333,,,,0,,,
1342,4,,2013-12-05T00:06:01.333,0,,33,33,2013-12-10T13:38:15.583,2013-12-10T13:38:15.583,,,,0,,,
1343,2,,2013-12-07T23:17:54.233,4,,613,613,2013-12-10T11:06:04.650,2013-12-10T11:06:04.650,,,,0,,46,
1344,2,,2013-12-08T16:49:35.353,5,,505,,,2013-12-08T16:49:35.353,,,,0,,46,
1345,1,,2013-12-10T08:11:04.930,1,65,1600,,,2013-12-12T22:09:18.287,Data Listing Request,"data-request",2,2,,,
1346,2,,2013-12-10T09:10:34.557,1,,505,,,2013-12-10T09:10:34.557,,,,0,,1345,
1348,2,,2013-12-11T10:39:50.240,4,,1508,,,2013-12-11T10:39:50.240,,,,0,,378,
1349,2,,2013-12-12T21:59:00.797,2,,974,974,2013-12-12T22:09:18.287,2013-12-12T22:09:18.287,,,,0,,1345,
1350,2,,2013-12-13T11:56:51.613,3,,314,,,2013-12-13T11:56:51.613,,,,0,,1301,
1351,2,,2013-12-13T15:20:36.717,2,,1229,,,2013-12-13T15:20:36.717,,,,0,,1301,
1352,2,,2013-12-13T15:48:58.413,4,,329,,,2013-12-13T15:48:58.413,,,,0,,1301,
1353,1,1354,2013-12-14T17:35:35.460,3,155,117,2012,2014-02-20T14:09:56.093,2014-02-26T14:18:02.197,Building maps using ESRI shapefile,"tool-request,maps",3,1,,,
1354,2,,2013-12-14T18:37:54.820,2,,505,,,2013-12-14T18:37:54.820,,,,2,,1353,
1355,2,,2013-12-15T03:14:56.937,2,,1630,,,2013-12-15T03:14:56.937,,,,1,,1287,
1356,2,,2013-12-15T14:48:36.853,3,,1632,505,2013-12-17T17:29:37.127,2013-12-17T17:29:37.127,,,,0,,1178,
1358,2,,2013-12-16T15:54:02.037,5,,1635,1635,2013-12-16T16:08:36.910,2013-12-16T16:08:36.910,,,,0,,1318,
1359,2,,2013-12-16T16:01:18.153,6,,1635,-1,2017-04-13T12:57:29.950,2013-12-16T16:01:18.153,,,,4,,1353,
1360,2,,2013-12-16T17:02:19.660,7,,18,,,2013-12-16T17:02:19.660,,,,0,,422,
1361,2,,2013-12-16T17:59:19.987,3,,329,,,2013-12-16T17:59:19.987,,,,0,,422,
1362,2,,2013-12-16T20:12:04.910,4,,337,337,2013-12-16T20:46:00.697,2013-12-16T20:46:00.697,,,,0,,1332,
1363,1,,2013-12-16T21:28:04.887,5,137,90,728,2015-04-30T20:01:15.763,2015-04-30T20:01:15.763,Optimal Data Format(s) for Open GIS Data Repositories?,"best-practice,data-format,geospatial",2,8,2,,
1364,2,,2013-12-17T07:39:40.340,4,,505,380,2013-12-18T22:15:29.950,2013-12-18T22:15:29.950,,,,0,,1363,
1366,2,,2013-12-18T16:05:38.597,19,,1652,-1,2017-05-23T12:37:19.983,2014-02-01T00:32:50.330,,,,0,,1256,
1367,1,,2013-12-18T16:13:28.940,10,2490,1652,1652,2014-08-13T00:06:09.460,2014-08-14T21:33:39.210,"Has any MOOC (Coursera, edX, Udacity or others) publicly released some of their student data?","data-request,education",4,2,8,,
1368,2,,2013-12-18T20:10:22.623,5,,1652,1652,2014-06-10T22:43:50.257,2014-06-10T22:43:50.257,,,,0,,266,
1369,2,,2013-12-19T08:21:16.280,6,,505,,,2013-12-19T08:21:16.280,,,,0,,1367,
1370,2,,2013-12-19T08:49:25.237,3,,1655,,,2013-12-19T08:49:25.237,,,,0,,200,
1371,2,,2013-12-19T16:48:02.423,6,,298,,,2013-12-19T16:48:02.423,,,,0,,1329,
1372,2,,2013-12-20T21:26:36.003,4,,389,,,2013-12-20T21:26:36.003,,,,0,,1367,
1373,1,,2013-12-21T06:40:00.197,7,111,1664,70,2015-03-12T14:27:22.637,2015-03-12T14:27:22.637,Is there an open data format for screen/play scripts?,"data-format,standards",3,0,1,,
1374,2,,2013-12-21T14:31:32.907,2,,505,,,2013-12-21T14:31:32.907,,,,3,,1373,
1375,2,,2013-12-21T14:57:37.617,3,,244,,,2013-12-21T14:57:37.617,,,,0,,1013,
1376,2,,2013-12-21T17:59:27.163,3,,207,,,2013-12-21T17:59:27.163,,,,0,,1363,
1377,2,,2013-12-21T20:28:14.020,2,,1534,,,2013-12-21T20:28:14.020,,,,0,,1321,
1378,1,,2013-12-22T19:58:36.373,3,405,849,754,2015-03-27T09:58:32.463,2015-03-27T09:58:32.463,Cellular Network database,"data-request,network-structure,telecom",2,0,,,
1379,2,,2013-12-22T21:45:43.557,3,,505,,,2013-12-22T21:45:43.557,,,,1,,1378,
1380,2,,2013-12-22T22:43:14.863,2,,1555,,,2013-12-22T22:43:14.863,,,,1,,1373,
1381,2,,2013-12-22T23:30:13.253,1,,1667,,,2013-12-22T23:30:13.253,,,,0,,1013,
1382,2,,2013-12-23T00:44:25.437,7,,1667,1667,2014-06-04T03:15:33.747,2014-06-04T03:15:33.747,,,,6,,266,
1383,2,,2013-12-23T05:14:04.227,3,,577,,,2013-12-23T05:14:04.227,,,,0,,111,
1384,1,,2013-12-23T07:31:53.543,7,287,1668,,,2013-12-25T10:40:18.940,Shape Files (Free downloads) for districts of the world,"data-request,maps,geospatial,geocoding",1,0,3,,
1385,2,,2013-12-23T10:50:42.797,6,,505,,,2013-12-23T10:50:42.797,,,,3,,1384,
1386,2,,2013-12-23T19:01:33.720,1,,718,718,2014-02-27T02:23:45.560,2014-02-27T02:23:45.560,,,,0,,1140,
1387,1,1388,2013-12-23T20:55:55.610,9,1825,1437,-1,2017-05-23T12:37:19.983,2016-02-20T16:00:40.790,Is there an open data api or service for dates of official government holidays?,"api-request,calendar",1,2,1,,
1388,2,,2013-12-23T22:22:54.053,6,,32,10292,2016-02-20T16:00:40.790,2016-02-20T16:00:40.790,,,,0,,1387,
1390,1,,2013-12-25T16:16:18.107,6,1257,1679,70,2015-02-05T23:04:29.480,2016-11-24T12:15:57.573,German - English dictionary,"data-request,dictionary",6,0,,,
1391,2,,2013-12-25T17:29:34.707,1,,505,,,2013-12-25T17:29:34.707,,,,1,,1390,
1392,2,,2013-12-26T03:49:08.430,4,,1667,1667,2014-02-15T19:08:18.903,2014-02-15T19:08:18.903,,,,1,,1140,
1393,2,,2013-12-26T10:20:53.080,7,,1685,1685,2016-02-01T12:44:18.577,2016-02-01T12:44:18.577,,,,0,,266,
1394,2,,2013-12-26T13:34:21.990,3,,505,,,2013-12-26T13:34:21.990,,,,0,,1301,
1395,1,4548,2013-12-26T13:43:51.470,7,659,1686,33,2013-12-30T03:23:11.103,2017-02-10T12:28:28.273,"Set of handwritten, labeled characters","data-request,images,corpora",2,5,1,,
1396,2,,2013-12-26T13:49:49.520,3,,505,,,2013-12-26T13:49:49.520,,,,1,,1395,
1397,2,,2013-12-26T13:54:01.863,4,,244,,,2013-12-26T13:54:01.863,,,,0,,1301,
1398,2,,2013-12-26T14:50:55.937,5,,1377,1377,2014-01-05T23:57:57.963,2014-01-05T23:57:57.963,,,,0,,1256,
1399,2,,2013-12-26T18:51:30.843,2,,263,,,2013-12-26T18:51:30.843,,,,0,,1378,
1400,1,1419,2013-12-28T14:18:16.297,9,15035,1052,70,2015-03-17T15:18:55.720,2015-04-28T22:58:01.083,Where can I get private companies' financials?,"data-request,usa,finance,companies",3,0,2,,
1401,2,,2013-12-29T12:09:14.357,4,,505,,,2013-12-29T12:09:14.357,,,,3,,1400,
1402,1,1404,2013-12-29T19:55:13.507,6,91,1345,70,2015-04-01T12:11:09.920,2015-09-17T19:33:36.910,Getting legal information,"data-request,legal",2,1,,,
1403,2,,2013-12-29T20:08:36.357,2,,161,,,2013-12-29T20:08:36.357,,,,2,,1402,
1404,2,,2013-12-30T03:32:18.533,6,,1704,,,2013-12-30T03:32:18.533,,,,1,,1402,
1405,1,1406,2013-12-30T04:24:44.657,6,826,1705,90,2015-04-16T05:07:03.207,2016-07-20T09:33:33.233,Practice Hadoop?,"data-request,big-data,hadoop",2,0,2,,
1406,2,,2013-12-30T08:46:52.480,8,,505,,,2013-12-30T08:46:52.480,,,,0,,1405,
1407,1,1411,2013-12-30T23:22:04.543,2,85,1151,70,2015-03-31T18:52:01.470,2015-03-31T18:52:01.470,WHO's Defined Daily Dose guidelines,"data-request,healthcare",1,0,,,
1408,1,1409,2013-12-31T16:45:37.777,12,1575,1052,18,2015-03-13T20:30:26.613,2015-03-14T09:15:01.610,Raw data from US Census and BLS,"usa,data.gov,us-census",6,2,4,,
1409,2,,2013-12-31T17:36:17.193,8,,244,,,2013-12-31T17:36:17.193,,,,1,,1408,
1410,2,,2014-01-01T05:58:57.863,4,,1667,,,2014-01-01T05:58:57.863,,,,0,,1408,
1411,2,,2014-01-01T06:26:50.820,1,,1667,,,2014-01-01T06:26:50.820,,,,0,,1407,
1412,1,1437,2014-01-02T17:42:30.797,7,747,1722,18,2015-03-13T20:31:12.150,2015-03-13T20:31:12.150,How can I convert from Census 2010 tracts to Census 2000 tracts?,"usa,us-census,conversion",2,0,2,,
1413,2,,2014-01-02T22:10:30.117,5,,1667,,,2014-01-02T22:10:30.117,,,,1,,1412,
1414,2,,2014-01-02T23:55:53.210,3,,1667,,,2014-01-02T23:55:53.210,,,,0,,1326,
1415,1,,2014-01-03T17:49:32.320,5,112,1345,70,2015-03-27T16:40:18.150,2015-03-27T16:40:18.150,Congressional Record in electronic form,"data-request,usa,government,historical,legal",3,0,1,,
1416,2,,2014-01-03T19:30:42.060,4,,1667,33,2014-01-04T14:13:32.270,2014-01-04T14:13:32.270,,,,2,,1415,
1417,1,,2014-01-03T19:42:47.453,4,720,1052,1052,2015-04-29T09:00:16.250,2015-04-29T09:00:16.250,Panel data for public companies' financials? Alternative to Capital IQ Compustat?,"data-request,usa,finance,companies",1,3,1,,
1418,2,,2014-01-04T00:04:40.947,4,,233,,,2014-01-04T00:04:40.947,,,,0,,1417,
1419,2,,2014-01-04T02:19:42.267,8,,233,,,2014-01-04T02:19:42.267,,,,0,,1400,
1420,2,,2014-01-05T04:15:53.797,5,,161,,,2014-01-05T04:15:53.797,,,,2,,1415,
1421,2,,2014-01-06T05:53:43.960,2,,1139,,,2014-01-06T05:53:43.960,,,,0,,1301,
1422,2,,2014-01-06T07:42:50.080,2,,1734,,,2014-01-06T07:42:50.080,,,,1,,562,
1423,2,,2014-01-08T15:58:32.557,3,,1751,90,2015-05-06T04:57:50.470,2015-05-06T04:57:50.470,,,,1,,266,
1424,2,,2014-01-08T16:37:37.260,2,,1752,,,2014-01-08T16:37:37.260,,,,0,,841,
1426,2,,2014-01-08T20:11:15.417,4,,24,,,2014-01-08T20:11:15.417,,,,2,,1408,
1427,2,,2014-01-09T09:37:29.973,5,,244,,,2014-01-09T09:37:29.973,,,,0,,841,
1428,1,,2014-01-09T18:17:39.713,2,92,1757,754,2015-03-06T06:49:23.253,2015-03-06T06:49:23.253,Database of searches within Pinterest (or other social networks),"data-request,social-media,search-engine",0,2,,,
1429,1,,2014-01-09T19:57:23.940,4,76,263,,,2014-02-22T16:29:04.507,File formats by scientific community?,"data-format",1,5,2,,
1430,2,,2014-01-09T22:46:11.943,1,,1759,,,2014-01-09T22:46:11.943,,,,2,,1390,
1431,2,,2014-01-10T04:38:02.770,1,,1555,,,2014-01-10T04:38:02.770,,,,0,,1301,
1432,1,1442,2014-01-10T10:27:17.107,4,72,1761,1761,2014-01-13T06:25:21.840,2014-01-13T17:36:23.980,"What are the different types of Degrees, Diplomas and Certifications and Industry types?","data-request,education",1,3,,,
1433,1,1434,2014-01-10T10:47:46.860,4,117,1762,,,2014-01-10T11:01:19.513,Captcha in a website with open data,"best-practice,licensing",1,0,1,,
1434,2,,2014-01-10T10:53:24.400,3,,505,505,2014-01-10T11:01:19.513,2014-01-10T11:01:19.513,,,,1,,1433,
1435,2,,2014-01-10T14:04:39.840,5,,504,,,2014-01-10T14:04:39.840,,,,0,,1390,
1436,2,,2014-01-10T17:48:42.793,1,,974,,,2014-01-10T17:48:42.793,,,,0,,1301,
1437,2,,2014-01-11T04:39:39.180,4,,1766,,,2014-01-11T04:39:39.180,,,,0,,1412,
1438,1,,2014-01-11T06:11:33.663,5,854,1052,,,2015-12-10T13:01:15.653,Alexa top dataset,"web-crawling,traffic",2,0,,,
1439,2,,2014-01-11T09:04:25.120,4,,505,9517,2015-12-10T13:01:15.653,2015-12-10T13:01:15.653,,,,1,,1438,
1440,1,,2014-01-11T13:27:38.907,13,8181,1652,70,2015-04-19T15:21:12.977,2016-11-21T13:02:27.590,Amazon price history dataset,"data-request,historical,products,prices",5,1,15,,
1441,2,,2014-01-13T16:08:00.090,11,,1775,,,2014-01-13T16:08:00.090,,,,4,,1208,
