Id,CreationDate,DisplayName,LastAccessDate,Views,UpVotes,DownVotes,AccountId
1434,1383300734,fransisco,1384152704,0,0,0,3524064
1435,1383390701,Evan Sims,1383390701,0,0,0,1325956
1436,1383401218,Bolo,1499172620,0,20,0,124858
1437,1383401950,chrisjlee,1410858882,0,8,0,57165
1438,1383414157,user1306322,1383414157,0,0,0,1371156
1439,1383435192,Francisco García O,1383435192,0,0,0,3529608
1440,1383440139,Shiv,1383440139,0,0,0,3159214
1442,1383485709,maya-bf,1383551079,0,0,0,1077428
1443,1383514083,mau,1414575229,0,0,0,171629
1444,1383537776,Noein,1398047994,0,0,0,1071965
1445,1383557766,Aerus,1383557766,0,0,0,256973
1446,1383560569,ln e,1383560569,0,0,0,3395499
1447,1383568505,Dmitry Chornyi,1399470849,0,0,0,74527
1448,1383645216,scls,1498783678,0,0,0,1762327
1449,1383662588,Drop,1383662588,0,0,0,1760079
1450,1383712071,slashoofpez,1403104708,0,0,0,2399470
1451,1383714794,Alix Axel,1397088816,0,19,0,32371
1452,1383736846,JoeFryer,1409712936,0,0,0,1900873
1453,1383754914,user1453,1386414491,2,0,0,3119700
1454,1383759298,n8henrie,1383759298,0,0,0,1736299
1455,1383788535,Brian,1424846457,0,0,0,3238921
1457,1383792414,curious,1467260426,0,1,0,1891013
1458,1383813057,user36998,1385449619,0,0,0,3551559
1459,1383826778,Geoffrey Hing,1383890848,0,0,0,163825
1460,1383850949,Daniel,1383850949,0,0,0,3553457
1461,1383862161,Felipe Aguirre,1501469269,0,9,0,1735596
1462,1383877102,pygator,1475414917,0,0,0,176290
1463,1383886681,Bro,1384488700,0,0,0,3458215
1465,1383917078,Darth.Vader,1476054866,0,0,0,372760
1466,1383922492,user2970746,1384051133,0,0,0,3557330
1467,1383936001,Habi,1384369653,0,0,0,3350842
1468,1384058763,Manav,1384058763,0,0,0,47640
1469,1384088811,Arun Chowdary,1384088811,0,0,0,2900193
1470,1384113591,Andrew Kane,1481655368,17,1,0,87645
1471,1384133314,Pierre Haufe,1384133314,0,0,0,179569
1472,1384202606,Andrew Champion,1384289468,0,0,0,34650
1473,1384212772,Murshid Ahmed,1384385636,0,0,0,445631
1474,1384230831,RyanDalton,1498120030,0,10,0,274885
1475,1384231411,yibe,1384231411,0,1,0,145766
1476,1384235517,user1754606,1384235517,0,0,0,1950386
1477,1384235691,Ioannis,1384334716,0,0,0,3514376
1478,1384238073,tkrennwa,1423195341,0,0,0,3556161
1479,1384239328,jcollum,1384239328,0,0,0,14882
1480,1384241019,kasterma,1384300300,0,0,0,227652
1481,1384241456,Seth,1384241456,0,1,0,219461
1482,1384251706,dvdgc13,1492078250,0,0,0,1093502
1483,1384254382,user1483,1462869164,0,0,0,3576002
1484,1384293752,Skyla Moonsock,1384293752,0,0,0,3578148
1485,1384305466,Eduard Florinescu,1401932172,1,2,0,1418415
1486,1384308826,Serdar Dalgic,1384308826,0,0,0,274463
1487,1384319935,realgeek,1384319935,1,0,0,317017
1488,1384324876,carnust,1412563719,0,0,0,2080867
1489,1384348470,Avishai,1502960277,0,8,0,28653
1490,1384356686,dan_linder,1384356686,0,0,0,63289
1491,1384382706,Paushali Mandal,1385783958,0,0,0,3497086
1492,1384387185,Peter Campbell,1384387185,1,0,0,1001451
1493,1384393849,TIKSN,1480142688,0,4,0,893560
1494,1384396374,Software Mechanic,1498155190,0,0,0,242076
1495,1384401181,Isuru,1384401181,0,0,0,1595986
1496,1384445643,user1496,1384447503,0,0,0,3588035
1497,1384447591,Krisander Khysov,1384447591,0,0,0,3416793
1498,1384481354,Benjamin Grove,1403994970,0,0,0,1930120
1499,1384510844,Victor Zapanta,1384510844,0,0,0,2593494
1500,1384545562,Leah,1479679053,0,20,0,3784
1502,1384603086,Karen Kalvig,1410370949,0,0,0,1903285
1503,1384690167,drewnewman,1421671832,0,0,0,2192090
1504,1384715435,Sandy Rivers,1384715435,0,0,0,3417047
1505,1384752048,Berk U.,1401273198,0,1,0,275389
1506,1384756957,blord-castillo,1423544757,0,1,0,513382
1507,1384759415,Janet Wagner,1434892937,0,0,0,296751
1508,1384762351,Mark Wainwright,1386753606,1,0,0,2329935
1510,1384794934,chungsangh,1393957474,0,0,0,2280552
1511,1384812310,philshem,1503622775,443,1780,79,1910006
1512,1384837872,Ulrich,1467696999,8,10,0,3607840
1513,1384853700,nurettin,1387184599,0,0,0,80571
1514,1384855856,Veksi,1466396780,0,0,0,1404272
1515,1384878835,Jacob,1395143332,1,0,0,3610365
1516,1384881601,Elliott,1431674698,0,0,0,497117
1517,1384897811,C4 - Travis,1384897811,0,0,0,1260078
1518,1384917965,mbtdoor,1384917965,1,0,0,276437
1519,1384922758,spyder,1384922758,0,0,0,2268727
1522,1384959004,pgs,1484561386,0,0,0,36297
1523,1384979783,koma5,1484776140,0,0,0,323214
1524,1385017917,Rody Oldenhuis,1385017917,0,2,0,1090289
1525,1385066935,iMom0,1385066935,0,0,0,973353
1526,1385141402,Palec,1426397311,0,3,0,2330629
1527,1385159173,TWL,1385159173,0,0,0,3555566
1528,1385254617,projetmbc,1462952240,0,11,0,514343
1529,1385266499,Sławosz,1386199970,0,0,0,64529
1530,1385278536,рüффп,1406631028,0,1,0,172198
1531,1385282697,Victor R Eloy,1441003603,0,0,0,242419
1532,1385345748,user1532,1432593860,1,0,0,490114
1534,1385368066,asdf,1448883119,1,0,0,1617686
1536,1385400650,nswitanek,1385400650,0,0,0,223252
1537,1385408749,Dan Dascalescu,1466468890,1,2,0,8216
1538,1385415366,evuez,1450738311,0,0,0,329708
1539,1385445854,Nathan Smith,1414136959,0,0,0,483636
1540,1385453833,user1112045,1385453833,0,0,0,1124432
1541,1385480852,user1541,1385480852,0,0,0,3646987
1543,1385499524,Maxx Garcia,1385499524,0,0,0,3106127
1544,1385516016,ProbablyDonuts,1456276013,0,0,0,2436017
1545,1385523429,Michael Hunter,1459052388,0,0,0,301445
1546,1385533362,agrueneberg,1385533362,0,0,0,3650519
1547,1385599891,MothCreek,1385599891,0,0,0,2718106
1548,1385664664,ravisuhag,1385664664,0,0,0,2129936
1550,1385754204,CodeShane,1478671311,0,0,0,385334
1551,1385761699,tchakravarty,1433396544,0,1,0,999586
1552,1385862548,Archeg,1385862548,0,0,0,186446
1553,1385881176,zedman9991,1481280853,0,1,0,364318
1554,1385897996,hlovdal,1415912996,0,4,0,11881
1555,1385929070,pattern-recognition,1395123327,2,0,0,3243958
1556,1385951264,Dryle Tatum,1385951264,0,0,0,3616162
1557,1385954121,Jens A. Koch,1385954121,0,0,0,1190996
1558,1385996319,dtphoto,1385996319,0,0,0,1151275
1559,1386023077,Ketankumar Patel,1386023077,0,0,0,1394072
1560,1386024691,Tek Jau,1386024691,0,0,0,2594622
1561,1386033955,agnitio,1461108924,0,0,0,128829
1562,1386034418,VP.,1386034418,0,0,0,9972
1563,1386067473,masu,1483329376,0,4,0,3314314
1564,1386071744,Ryan,1386071744,2,0,0,3677970
1565,1386085595,user3047512,1386832897,0,0,0,3656705
1566,1386106463,tohuwawohu,1465876907,1,4,0,137956
1567,1386110934,MarcoL,1482648389,0,0,0,2695210
1568,1386138971,Jin,1386138971,0,0,0,21721
1569,1386142830,Daniel F,1492898864,1,0,0,103538
1570,1386145630,Francis Avila,1386317132,0,1,0,983364
1571,1386148332,Cem,1386148332,0,0,0,451137
1572,1386150205,luisdaniel,1425282860,0,1,0,1061068
1573,1386151513,Kasra Rahjerdi,1459780519,0,0,0,109934
1574,1386152221,40XUserNotFound,1445864969,0,0,0,207124
1575,1386160205,Sergio Ayestarán,1386161755,0,0,0,2139371
1576,1386173431,jrd1,1480937041,0,1,0,463810
1577,1386186774,David Michael Gang,1386186774,0,0,0,2716481
1578,1386192530,Amar Palsapure,1386192530,0,0,0,1125960
1579,1386204477,Michael Lynch,1386204477,0,0,0,274718
1581,1386219997,jpmonette,1484220155,0,0,0,272485
1582,1386224941,Gokotai,1386224941,0,0,0,2131729
1584,1386243920,therealmarv,1488859981,1,1,0,393931
1585,1386243978,2 8,1500074251,0,0,0,2025672
1586,1386283075,omiel,1392481699,0,0,0,3079427
1587,1386288920,yasmuru,1386288920,0,0,0,3091971
1588,1386295988,JimiDini,1416527747,1,3,0,105047
1589,1386302257,doana,1386553755,0,0,0,120863
1590,1386356616,mrjimoy_05,1386356616,0,1,0,482962
1591,1386359709,user1915288,1386359709,0,0,0,2161165
1592,1386395978,Ivan Chau,1469324788,0,2,0,1714162
1593,1386424906,user3936,1386424906,0,0,0,939202
1595,1386546289,hasnain,1386802894,0,0,0,3702342
1596,1386562191,Guillaume Esquevin,1386562191,0,0,0,131974
1598,1386614365,juds,1386614365,0,0,0,3183798
1600,1386623464,Adele Addiennur,1386623464,0,0,0,3707953
1601,1386624700,mazieres,1500095709,4,1,0,1706485
1602,1386626424,Panciz,1388696214,0,0,0,1090931
1604,1386671163,rdmpage,1482551822,0,0,0,5889
1605,1386674467,ZeroFlux,1399459964,0,0,0,3382983
1606,1386688991,mmmiiiiiikkkeee,1394590867,0,0,0,3629326
1608,1386734362,martin-lundberg,1386734362,0,0,0,2039171
1609,1386736010,dcer,1386736010,0,0,0,91487
1610,1386737627,xdc,1387816294,0,0,0,91485
1611,1386743952,Norba,1462337365,0,0,0,79273
1612,1386745997,I. Nadir Palacios,1386925463,0,0,0,340573
1613,1386751633,scravy,1386751633,0,0,0,216313
1614,1386765017,markusN,1484570595,0,4,0,204326
1615,1386798841,prosody Vereable Context,1439945214,0,15,0,428855
1616,1386799204,venky,1472614494,0,0,0,3140557
1618,1386848877,polkovnikov.ph,1386848877,0,0,0,2105660
1619,1386865908,Pekka 웃,1386865908,0,0,0,63368
1620,1386867093,Jean-Victor Côté,1387030036,0,0,0,1122329
1621,1386877028,abhi,1397548775,0,0,0,1400128
1622,1386906226,Jack Ryan,1445931758,0,5,0,2322153
1623,1386911132,MayaLekova,1386911132,0,0,0,1674414
1624,1386919112,lsdr,1395924415,0,1,0,10935
1625,1386931287,LifeWorks,1386931287,0,0,0,1379023
1626,1386936242,BunnicusRex,1389084257,0,0,0,3712004
1627,1387009273,dbush,1492917964,1,0,0,36741
1628,1387018482,luis,1387018482,0,0,0,102940
1629,1387027282,rlb,1501254344,0,0,0,1484285
1630,1387037343,tim riffe,1474698170,1,7,0,478094
1631,1387040846,Hossein Aarabi,1424858640,0,0,0,231235
1632,1387079316,kalpana,1387079316,0,0,0,3732815
1633,1387096226,Pranav Singh,1387096226,0,0,0,361416
1634,1387098673,Patrick,1449117817,0,0,0,2111671
1635,1387122360,Álvaro Justen,1454089245,1,0,0,1304158
1637,1387149559,JOM,1387160462,0,6,0,39235
1638,1387164943,Abhilash Ranjan,1468952364,0,0,0,1776813
1639,1387172067,Christina Smithers,1387172067,0,0,0,3157182
1640,1387176448,Orion,1503446954,0,1,0,1287742
1641,1387188853,Phillip Nordwall,1413179892,0,0,0,493962
1642,1387189151,markmuetz,1387189151,0,0,0,22210
1643,1387208579,Ramses,1387211503,0,0,0,125568
1644,1387234870,Surabhil Sergy,1492737891,1,2,0,2197393
1645,1387247691,DarkCoder,1387247691,0,0,0,3736762
1646,1387253552,New Alexandria,1483673165,0,1,0,97237
1647,1387254740,JohnnySoftware,1387257082,0,11,0,14322
1648,1387259775,Duck,1413964758,0,0,0,24940
1649,1387306687,Rindra,1387306687,0,0,0,3745121
1650,1387322913,avgn,1402181516,0,0,0,2662328
1651,1387340617,elp,1444340531,0,0,0,32054
1652,1387342037,Franck Dernoncourt,1503748590,54,424,12,169656
1653,1387343414,Luke,1388998853,0,0,0,1965949
1654,1387370198,user3076806,1387370198,0,0,0,3695277
1655,1387402966,Adam Leadbetter,1466029143,0,0,0,59846
1656,1387410811,Arthur Lutz,1458182151,0,0,0,1077614
1657,1387414189,Joe Taras,1461728316,0,0,0,3040588
1658,1387416767,umbriel,1387416767,0,0,0,1064640
1659,1387421714,zakmck,1435270787,0,0,0,251709
1660,1387431998,Dmitry Vasilyanov,1389198843,0,0,0,1669143
1661,1387444417,tom,1392099694,0,0,0,2509000
1662,1387511457,user3123116,1502829049,0,0,0,3756966
1663,1387526673,numbercruncher,1387866422,0,0,0,344625
1664,1387567087,Arian Kulp,1387793927,1,0,0,49692
1665,1387639126,Neil McGuigan,1403252989,0,0,0,78549
1666,1387681388,DataWookie,1388100944,0,0,0,2032215
1667,1387695715,Andrew - OpenGeoCode,1490866165,76,22,1,309576
1668,1387743989,Asim Saeed,1389231701,0,0,0,2491467
1669,1387750968,user1669,1387750968,0,0,0,3765430
1670,1387761777,Johannes Kuhn,1390191284,0,0,0,785560
1671,1387779991,lindes,1387779991,0,0,0,120990
1673,1387806591,user228268,1387806591,0,0,0,3768210
1674,1387809111,3cheesewheel,1387809111,0,0,0,1102430
1675,1387841339,Renjith Krishnan,1472423791,0,0,0,1745451
1676,1387863862,Pranav C Balan,1387863862,0,0,0,3643696
1677,1387874000,ЯegDwight,1404732297,0,1,0,23448
1678,1387919124,Gerald Kaszuba,1387919124,0,0,0,6583
1679,1387947742,Grez,1490525754,0,0,0,190249
1680,1387982412,Ashalynd,1388144972,0,2,0,55508
1681,1387982797,Rob Donnelly,1474371019,0,1,0,1686321
1682,1387984700,bgrayburn,1397566795,0,0,0,2199970
1683,1387999789,SteveValarenti,1387999789,0,0,0,1216139
1685,1388013055,Mr.Hunt,1464295204,1,0,0,434556
1686,1388025801,Lyndon White,1497155478,1,9,0,59890
1687,1388026245,Tomislav Muic,1430955907,0,1,0,1604850
1688,1388047644,viggity,1474518682,0,0,0,3200
1689,1388072728,srctaha,1388072728,0,0,0,1882263
1690,1388096200,pathikrit,1474291691,0,0,0,216107
1691,1388101660,M.S. Dousti,1465729416,0,0,0,208719
1692,1388111123,kbmasher,1489124092,0,0,0,1044426
1693,1388121860,Atlas1j,1494216406,0,0,0,20378
1694,1388122126,Aman,1388124192,0,6,0,224627
1695,1388128000,Matt,1428076721,0,0,0,1138709
1696,1388158353,Jonathan Lisic,1488541877,0,1,0,209111
1697,1388161079,radpin,1496714581,0,2,0,196272
1698,1388179739,nikau6,1388179739,0,0,0,3305744
1699,1388210255,Tnunes,1388210255,0,0,0,2862728
1700,1388224489,Zignd,1388224489,0,0,0,1285227
1701,1388248302,Eric Brandel,1429211151,0,2,0,289980
1703,1388276001,Malte Schledjewski,1388276001,0,0,0,73319
1704,1388332140,brianwc,1389821321,0,0,0,3787739
1705,1388337536,ASCIIbetical,1469275732,0,1,0,2072071
1706,1388344218,elburzs,1389106765,0,0,0,3761395
1707,1388389859,user66049,1388389859,0,0,0,3790605
1708,1388397740,danabauer,1388397740,0,0,0,1410992
1709,1388405058,freelanceastro,1395219640,0,0,0,3615274
1710,1388417117,chch,1388417117,0,0,0,1442082
1711,1388422692,javadevg,1388422692,0,0,0,1994322
1713,1388474168,Tom Panning,1460450791,0,25,0,280341
1714,1388493514,user56063,1388493514,0,0,0,3794959
1715,1388554504,steckerhalter,1388722498,0,0,0,3598417
1716,1388572350,binki,1388572350,0,0,0,189640
1717,1388597189,Zeb,1396194428,0,0,0,300896
1718,1388604577,Mayank Agarwal,1388610447,0,0,0,3798413
1719,1388624884,VINIL SATRASALA,1388624884,0,0,0,2168658
1720,1388627523,duffymo,1388627523,0,0,0,16878
1721,1388635412,petrkotek,1388635412,0,0,0,385066
1722,1388644343,Ari,1453968597,2,1,0,2028138
1723,1388650382,Tom Collins,1388650382,0,0,0,502109
1724,1388661612,Full Decent,1388661612,0,0,0,114116
1725,1388666820,Denilson Sá Maia,1388666820,0,0,0,42834
1726,1388673709,Kozuch,1498436665,0,6,0,948815
1727,1388678624,marsman12019,1388678624,0,0,0,2997519
1728,1388699485,Alkimake,1388699485,0,0,0,156114
1729,1388738496,luser droog,1388776352,0,2,0,379598
1730,1388745696,Peter,1456222291,0,2,0,130009
1731,1388834567,Jeen Broekstra,1432590458,0,8,0,203984
1732,1388837815,Ganesh Sittampalam,1502507412,0,0,0,34335
1733,1388862290,Danny Varod,1433148124,0,1,0,17240
1734,1388951186,rwst,1431236564,2,2,0,1010778
1735,1388951746,pmiddlet,1388951746,0,0,0,1640500
1736,1388986062,user104531,1388986062,0,0,0,1957792
1737,1389001781,Toshinou Kyouko,1394527798,0,0,0,1522198
1738,1389004914,railmeat,1393837381,0,0,0,54021
1739,1389007959,dfowler7437,1389007959,0,0,0,1202111
1740,1389037881,dardisco,1414688574,0,0,0,904104
1741,1389043960,Devdatta Tengshe,1486011895,0,0,0,682
1742,1389065102,uxserx-bw,1389065102,0,0,0,3594927
1743,1389079197,Mapperz,1496578415,1,5,0,389547
1745,1389085353,Alexandre Martins,1389085353,0,0,0,102354
1746,1389099008,Gelatin,1389099008,0,0,0,9163
1748,1389124073,Saud AlFadhli,1416843158,0,0,0,152389
1749,1389127988,Java Curious ღ,1389127988,0,0,0,3145399
1750,1389148909,Tomi Toivio,1455003019,0,0,0,551697
1751,1389157112,Craig,1389157112,0,0,0,3827586
1752,1389158673,jonathan,1394605209,0,1,0,3442666
1754,1389173508,aysha,1389173508,0,0,0,2209503
1755,1389187274,mox601,1389187274,0,0,0,17830
1756,1389223380,user9485,1390940012,0,0,0,3831639
1757,1389251711,Jordan Reiser,1441341488,0,0,0,1322171
1758,1389261290,Atif Abdul-Rahman,1477897055,0,10,0,2066086
1759,1389267813,Turion,1480552107,1,1,0,271831
1760,1389290614,William Holroyd,1403081466,0,0,0,18965
1761,1389309183,Renier,1461550586,0,0,0,2497812
1762,1389310213,Sfinos,1406456646,1,52,0,3837361
1763,1389311680,Francis Lodwick,1389322285,0,0,0,1207069
1764,1389330091,Philip Hoyos,1459224378,1,0,0,3145659
1765,1389351061,Martin F,1423923948,0,0,0,513339
1766,1389375468,StasK,1492183922,3,10,0,468726
1767,1389403894,dgw,1389403894,0,0,0,4063
1768,1389431510,Phyxx,1389435820,0,0,0,52728
1769,1389514827,Max,1404909137,0,5,0,64214
1770,1389543706,Nishant,1389543706,0,0,0,311158
1771,1389569385,Link Jones,1389569385,0,0,0,3100268
1772,1389575913,RobbieSan,1389575913,0,0,0,3407117
1773,1389582938,Jonathan Van Matre,1394973776,0,0,0,1104439
1774,1389588313,technomalogical,1389588313,0,1,0,4165
1775,1389589680,user1775,1389589680,0,0,0,3850641
1776,1389592746,Chuntao Lu,1389592746,0,0,0,2507664
1777,1389594339,mhermans,1439437335,0,0,0,42874
1778,1389594748,Ed Brannin,1389594748,0,0,0,12892
1779,1389606416,dAnjou,1389606416,0,0,0,77265
1780,1389609333,TeaPow,1403948075,0,1,0,412633
1781,1389610801,postman,1389610801,0,0,0,2674348
1782,1389615221,Brian Cain,1476467845,0,10,0,227745
1783,1389615459,Thomas K,1389615459,0,1,0,192844
1784,1389616928,Esparta Palma,1389621092,0,0,0,142006
1785,1389632296,Chimdi2000,1389632296,0,0,0,3150665
1787,1389681446,getraf,1389681446,0,0,0,3855914
1788,1389687033,Wes Turner,1394260790,0,0,0,63873
1789,1389690057,Kundan Pandit,1389690057,0,0,0,69268
1790,1389757466,Christian Hudon,1389757466,0,2,0,921769
1791,1389758704,user3198714,1389758704,0,0,0,3860949
1792,1389763084,DROP TABLE users,1389774660,0,0,0,1602152
1793,1389770275,txwikinger,1457361260,0,0,0,45805
1794,1389855573,rws,1389855573,0,0,0,3856170
1795,1389874585,Jonathan,1389874585,0,0,0,484957
1796,1389876678,Alan David Garcia,1389876678,0,0,0,152761
1797,1389885741,Pasha,1389885741,0,0,0,928292
1798,1389887688,tdrury,1474897183,0,0,0,1089949
1799,1389889855,ksoo,1445760224,0,5,0,2664013
1800,1389910658,Jonathan Deamer,1407561271,0,1,0,45841
1801,1389919369,neslekkiM,1389919369,0,0,0,2385
1802,1389929672,Veera,1463355405,0,0,0,1555209
1803,1389934367,hildred,1445512293,0,9,0,3551017
1804,1389950817,Pippopanonymous,1389950817,0,0,0,3873485
1805,1389955118,jacek2v,1391651203,0,0,0,2138330
1806,1389959946,boulder_ruby,1496820821,1,8,4,1333103
1807,1389963781,shershen,1390829908,0,0,0,175532
1808,1390014755,Michael Bishop,1390031157,0,0,0,115563
1809,1390024985,boatcoder,1390024985,0,0,0,49554
1810,1390026257,Jeff Tratner,1390040941,0,0,0,1384489
1811,1390040585,Hans,1390040585,0,0,0,2727658
1812,1390047915,theofpa,1390092193,2,0,0,3597890
1813,1390051813,mmngreco,1447700376,0,0,0,3758670
1814,1390062867,rchk,1390062867,0,0,0,1779000
1815,1390101613,Pithikos,1468312295,2,0,0,218311
1816,1390110201,Rudie,1390110201,0,0,0,89726
1817,1390177067,reederz,1400730744,0,3,0,1051716
1818,1390180509,Chagharu,1469187867,0,0,0,3804561
1819,1390191728,Kattern,1461776325,0,3,0,958710
1820,1390195731,Akshay,1480073372,1,0,0,1164399
1821,1390206051,iush56,1390206051,0,0,0,3884527
1822,1390239301,Monica Cellio,1390286224,1,0,0,505925
1823,1390249000,rao vat mien phi,1390249000,0,0,0,3886997
1824,1390249877,SuperPython,1390252310,0,0,0,1588123
1825,1390261345,Fabien,1484402024,0,0,0,2452103
1826,1390287842,Jessica T.,1390287842,0,0,0,3889966
1827,1390292525,Kent Pawar,1390292525,0,0,0,961501
1828,1390330016,Anurag Tripathi,1390330016,0,0,0,1710150
1830,1390360082,Peter,1399976918,0,0,0,939877
1831,1390380202,codeflavor,1390380202,0,0,0,2462814
1832,1390396179,BurntSushi5,1392564363,0,0,0,307737
1833,1390418623,user11122,1390418623,0,0,0,3897117
1834,1390448798,Terpo,1503356295,10,21,1,3900234
1835,1390467297,nmeln,1435215537,0,0,0,3133779
1836,1390471735,Matthew Swain,1390999528,0,3,0,1415246
1837,1390475805,ferhat elmas,1453466868,0,0,0,189926
1838,1390477530,Zhi Li,1431971580,0,0,0,906519
1839,1390500128,Nathan Clayton,1416773729,0,0,0,150156
1840,1390509860,niru dyogi,1442475204,0,0,0,1770735
1841,1390515294,René Nyffenegger,1491276827,1,3,0,60334
1842,1390519685,rajitha,1390519685,0,0,0,3904342
1843,1390540825,Jason,1390540825,0,0,0,22587
1844,1390559746,Andy,1390559746,2,0,0,3907309
1845,1390563347,JuliandotNut,1400345986,0,0,0,2662202
1846,1390578408,nybon,1455981175,0,2,0,30900
1847,1390638534,Bas van Dijk,1476959433,0,0,0,241336
1848,1390641177,Andrew Андрей Листочкин,1390641177,0,0,0,2817
1849,1390641626,Baskinomics,1392039147,0,0,0,944752
1850,1390659612,mike628,1457316538,0,0,0,330380
1851,1390714585,sanalism,1391030897,0,0,0,1429933
1852,1390716451,Geraud Mathe,1403665090,0,1,0,235997
1854,1390774048,Rowland Shaw,1476409006,1,10,1,20926
1855,1390796745,Romain,1390796745,0,0,0,1288064
1856,1390818297,Nigro,1391166625,1,0,0,3919208
1857,1390823503,Daniel Mietchen,1490262523,1,11,0,200802
1859,1390861134,Alwyn Miranda,1390861134,0,0,0,3478302
1860,1390863689,amit_grepclub,1392240670,0,0,0,10351
1861,1390865072,Parag Gupta,1390865072,0,0,0,977191
1862,1390867885,Stuart Powers,1495058531,0,0,0,75928
1863,1390873938,Ali Ismayilov,1498828023,0,0,0,304470
1864,1390880416,Matthew Rankin,1442906912,0,0,0,33990
1865,1390891781,Zedimus,1390891781,0,0,0,3901477
1866,1390892524,Alex V,1416056474,0,1,0,1401590
1867,1390908067,passivoice,1453922956,0,0,0,3926164
1868,1390911739,Marek,1390911739,2,0,0,3926407
1869,1390911983,Gene Vincent,1472186743,0,1,0,115343
1870,1390941821,landroni,1393052891,1,4,0,181691
1871,1390954593,vehka,1390954593,0,0,0,1618858
1872,1390960474,durum,1501736165,1,4,0,2497753
1873,1390978003,Little Big Bot,1390978003,0,0,0,1151219
1874,1390978147,BringMyCakeBack,1391816314,0,2,0,3758748
1875,1390984701,user2789966,1390984701,0,0,0,3318168
1876,1390995913,oeon,1391100597,3,2,0,98157
1877,1391002117,chicca,1391002117,0,0,0,1242968
1878,1391005100,margiezilla,1391005100,0,0,0,2798800
1880,1391021923,Khalid Farhan,1478536852,0,0,0,1791913
1881,1391062559,King Linux,1391062559,0,0,0,449011
1882,1391086816,TrigonaMinima,1454575940,0,0,0,3133285
1883,1391119837,Maciej,1391119837,0,0,0,1020874
1884,1391121653,Obaid,1396087306,0,0,0,876746
1886,1391130008,3ventic,1391130008,0,0,0,1985009
1887,1391130058,Bart,1475702422,0,0,0,227164
1888,1391130088,John Dvorak,1503734446,0,0,0,233608
1889,1391132413,rene,1503173415,0,0,0,281857
1890,1391133367,Doorknob,1468938375,0,0,0,1266491
1891,1391177264,Wolfgang,1403517380,0,0,0,3946417
1892,1391223009,DKordic,1391223009,0,0,0,1138917
1893,1391230703,Wolfer,1391230703,0,1,0,2274736
1894,1391236886,Tony Burns,1394350949,0,0,0,1270241
1895,1391259644,Stennie,1500738553,0,1,0,529514
1896,1391260213,cybersam,1503765792,9,0,0,947871
1897,1391261911,user1904085,1391261911,0,0,0,2146584
1898,1391264835,Rüdiger Voigt,1395398645,0,0,0,1574157
1899,1391269884,8090PZ,1391269884,0,0,0,3017033
1900,1391305910,user931,1391305910,0,2,0,281536
1901,1391332651,user125681,1391332651,0,0,0,3954783
1902,1391339604,cirdan77,1391339604,0,0,0,3101465
1903,1391350352,ScottEdwards2000,1474404512,0,0,0,96940
1904,1391380852,cu39,1391380852,0,0,0,1232670
1905,1391393618,xiaohan2012,1444865036,0,3,0,268353
1906,1391398045,Rstallard,1468222143,0,0,0,2628629
1907,1391409490,powermelon,1391564502,0,0,0,3785417
1908,1391423623,Andy,1391432474,0,0,0,395265
1910,1391487082,SuperAce99,1391489751,0,1,0,1588444
1911,1391505355,D Fraser,1391505355,0,0,0,3966824
1912,1391566709,user3275245,1401372315,0,0,0,3970525
1913,1391586075,tedder42,1471596931,0,4,0,333431
1914,1391606907,Russell Santos,1391606907,0,0,0,309901
1915,1391607986,abatishchev,1391636541,0,2,0,18340
1916,1391620695,David Nehme,1490242891,1,4,0,8022
1917,1391663940,PeacefulWarrior,1391663940,0,0,0,3352372
1918,1391630164,moon,1391630164,0,0,0,3533851
1919,1391647285,Jordan Arseno,1493137689,0,0,0,275803
1920,1391652968,tnagel,1391652968,0,0,0,3861013
1921,1391653422,Bittenus,1391653422,0,0,0,373347
1922,1391669246,Trevor,1392324036,0,0,0,873168
1923,1391689181,user1923,1392124544,0,0,0,1464318
1924,1391749464,duckydan,1391749464,0,0,0,1896577
1926,1391766867,Vincent,1391766867,0,0,0,459266
1927,1391768481,Adam Huffman,1438252538,0,0,0,1902589
1928,1391782538,displayName,1443034448,0,0,0,2058631
1929,1391798460,user103567,1391995427,1,0,0,3497352
1930,1391819468,WeSee,1494447186,4,4,0,3986500
1931,1391850770,user3055920,1472722839,2,8,0,3668123
1932,1391864290,Dr.Kameleon,1446337062,0,0,0,1326039
1933,1391878707,Roman,1391878707,0,0,0,101362
1934,1391906172,dwenaus,1477543842,2,3,0,261566
1935,1391921286,Grant Bowman,1451911891,0,0,0,132518
1936,1391927421,user53113,1399705275,0,0,0,3986090
1937,1391936379,Tyler Masterpiece,1403515789,0,0,0,1767418
1938,1391961702,Chuck Fulminata,1391971531,5,2,0,1825813
1940,1391972631,nate,1391972631,0,0,0,462106
1941,1391990687,Adam McGreggor,1391990687,0,0,0,3994708
1942,1391991782,Stev_k,1487744518,0,0,0,104167
1944,1392005467,TheBrain,1490217063,1,0,0,2393389
1945,1392007978,user2436922,1418803147,0,0,0,2836381
1946,1392010670,miss-attitude,1497329456,0,0,0,1586176
1947,1392011575,kathystehl,1392011575,0,0,0,3925403
1948,1392014505,Gunnar,1392014505,0,0,0,452763
1949,1392018604,Mr. DOS,1490626628,0,0,0,321380
1950,1392025139,ahoppin,1421226454,2,0,0,3997570
1953,1392041648,sylvestria,1392041648,0,0,0,3593560
